mean,median,max,min,membership,cluster
4.75,5.0,7,2,34,2
4.5,5.0,5,3,34,2
4.5,4.5,7,1,34,2
3.9166666666666665,4.0,6,2,34,2
4.666666666666667,5.0,6,3,34,2
5.166666666666667,4.0,8,2,34,2
4.833333333333333,5.0,7,3,34,2
3.9166666666666665,3.0,7,2,34,2
4.166666666666667,4.0,6,3,34,2
5.166666666666667,5.0,7,3,34,2
4.0,4.0,8,2,34,2
4.75,4.5,7,2,34,2
4.5,5.0,7,2,34,2
5.166666666666667,5.0,7,3,34,2
4.416666666666667,4.0,8,2,34,2
4.916666666666667,5.0,8,3,34,2
4.5,4.0,7,2,34,2
4.833333333333333,5.0,7,1,34,2
4.083333333333333,4.0,6,1,34,2
5.666666666666667,5.5,8,4,34,2
4.583333333333333,5.0,7,2,33,2
5.0,5.0,8,2,33,2
4.916666666666667,5.0,9,3,33,2
4.666666666666667,5.0,7,2,33,2
4.25,4.0,7,2,33,2
4.916666666666667,5.5,9,2,33,2
3.5,3.5,4,3,23,1
5.0,5.0,6,4,33,2
4.333333333333333,4.5,6,2,33,2
4.75,4.5,7,1,33,2
5.75,6.0,8,4,33,2
5.0,5.0,9,3,33,2
4.083333333333333,4.0,6,2,33,2
5.583333333333333,6.0,8,1,33,2
5.333333333333333,5.0,8,3,33,2
4.583333333333333,4.5,8,3,33,2
4.75,5.0,7,3,33,2
5.166666666666667,5.0,8,3,33,2
4.833333333333333,5.0,7,2,33,2
4.5,4.5,6,3,33,2
4.333333333333333,4.5,6,1,33,2
3.0,3.0,3,3,23,1
4.25,5.0,6,1,33,2
5.5,5.5,8,2,33,2
4.416666666666667,4.5,8,1,33,2
5.0,6.0,7,2,33,2
4.333333333333333,4.0,6,3,33,2
4.666666666666667,5.0,6,3,33,2
4.5,4.5,6,3,33,2
4.5,4.0,7,3,33,2
4.25,4.0,7,1,33,2
4.583333333333333,4.0,7,3,33,2
5.25,5.5,8,3,33,2
4.666666666666667,4.5,9,2,33,2
4.666666666666667,5.0,7,1,33,2
4.666666666666667,5.0,7,1,33,2
4.416666666666667,4.5,6,3,33,2
4.5,4.0,8,3,33,2
4.916666666666667,5.0,9,2,33,2
4.333333333333333,4.5,6,2,33,2
4.833333333333333,4.5,7,3,33,2
4.25,4.5,7,1,33,2
4.583333333333333,4.5,6,3,33,2
5.0,5.0,7,3,33,2
3.9166666666666665,3.0,9,1,33,2
4.5,4.0,8,3,33,2
3.4166666666666665,3.0,7,2,33,2
5.5,5.5,8,3,33,2
4.333333333333333,4.0,6,3,33,2
3.0,3.0,4,2,23,1
4.583333333333333,5.0,8,1,33,2
5.083333333333333,5.0,7,2,33,2
5.083333333333333,5.5,8,2,33,2
4.25,4.0,6,2,33,2
4.416666666666667,4.5,6,3,33,2
5.083333333333333,5.0,7,3,33,2
4.5,4.5,7,1,33,2
4.666666666666667,5.0,7,2,33,2
5.0,5.0,8,2,33,2
4.333333333333333,4.5,6,3,33,2
4.75,5.0,8,1,33,2
4.75,4.5,7,3,33,2
4.5,4.0,8,2,33,2
4.333333333333333,4.0,7,2,33,2
4.75,5.0,7,1,33,2
5.5,5.0,8,3,33,2
5.416666666666667,5.0,8,3,33,2
4.666666666666667,5.0,7,2,33,2
4.666666666666667,5.0,8,2,33,2
4.75,5.0,7,3,33,2
5.75,6.0,8,3,33,2
4.666666666666667,4.5,7,2,33,2
5.0,5.0,8,3,33,2
4.0,4.0,5,3,23,1
4.666666666666667,5.0,7,2,33,2
4.916666666666667,5.0,8,1,33,2
5.333333333333333,6.0,7,2,32,2
4.416666666666667,4.0,6,3,32,2
5.083333333333333,5.0,7,3,32,2
5.0,5.0,8,2,32,2
4.916666666666667,5.0,7,3,32,2
4.416666666666667,4.0,7,2,32,2
3.0,3.0,3,3,21,1
3.0,3.0,3,3,22,1
5.583333333333333,6.0,9,2,32,2
5.333333333333333,5.5,8,1,32,2
4.25,4.0,7,3,32,2
4.916666666666667,5.0,8,3,32,2
3.75,3.5,9,2,32,2
5.083333333333333,5.0,8,2,32,2
4.5,4.0,7,3,32,2
4.083333333333333,4.0,7,1,32,2
5.416666666666667,5.5,7,3,32,2
1.5,1.5,2,1,22,1
4.75,5.0,7,3,32,2
5.333333333333333,5.0,8,4,32,2
5.166666666666667,5.5,7,1,32,2
4.666666666666667,4.0,7,2,32,2
4.416666666666667,5.0,8,1,32,2
4.666666666666667,4.0,9,2,32,2
5.0,5.5,7,1,32,2
2.0,2.0,3,1,22,1
4.75,5.0,7,3,32,2
4.25,4.0,6,2,32,2
4.916666666666667,5.0,7,2,32,2
4.583333333333333,4.5,6,3,32,2
4.0,3.5,6,2,32,2
4.583333333333333,5.0,6,2,32,2
4.416666666666667,5.0,6,1,32,2
5.333333333333333,6.0,7,3,32,2
4.5,4.0,6,2,32,2
4.666666666666667,5.0,6,3,32,2
4.583333333333333,5.0,7,2,32,2
3.0,3.0,3,3,21,1
4.333333333333333,4.0,7,2,32,2
5.166666666666667,5.5,7,3,32,2
4.416666666666667,4.5,7,1,32,2
4.916666666666667,5.0,7,2,32,2
4.5,4.5,6,2,32,2
5.0,5.5,8,2,32,2
4.833333333333333,5.0,7,2,32,2
4.916666666666667,5.0,7,2,32,2
4.5,4.5,6,3,22,2
5.0,5.0,8,2,32,2
5.083333333333333,5.0,7,3,32,2
4.166666666666667,3.5,7,2,32,2
5.0,5.0,7,3,32,2
5.333333333333333,5.5,8,2,32,2
4.583333333333333,4.5,6,3,32,2
5.833333333333333,6.0,8,4,32,2
5.5,5.0,9,3,32,2
4.75,5.0,7,1,32,2
5.583333333333333,5.5,10,1,32,2
5.0,5.0,8,3,32,2
4.666666666666667,5.0,8,2,32,2
3.9166666666666665,4.0,6,1,32,2
5.5,5.0,9,4,32,2
4.0,4.0,5,3,22,1
4.166666666666667,4.0,6,2,32,2
4.833333333333333,5.0,8,2,32,2
5.25,5.5,6,4,32,2
5.0,5.0,8,3,32,2
4.666666666666667,5.0,7,2,32,2
5.0,4.0,9,2,32,2
4.333333333333333,4.0,6,3,32,2
5.0,5.0,7,3,31,2
4.583333333333333,5.0,6,1,31,2
4.583333333333333,4.5,8,2,31,2
4.75,4.5,8,2,31,2
4.75,5.0,8,2,31,2
4.5,4.0,7,3,31,2
5.25,5.5,7,2,31,2
5.0,5.0,8,1,31,2
4.416666666666667,5.0,7,2,31,2
5.0,5.0,7,3,31,2
3.8333333333333335,4.0,5,2,31,2
4.583333333333333,5.0,7,2,31,2
4.0,4.0,4,4,20,1
5.0,5.0,8,2,31,2
5.666666666666667,5.0,8,4,31,2
5.083333333333333,5.0,7,3,31,2
4.75,4.5,7,4,31,2
4.916666666666667,5.0,7,2,31,2
4.166666666666667,4.0,7,2,31,2
5.666666666666667,6.0,8,1,31,2
5.25,5.0,9,2,31,2
4.666666666666667,5.0,7,2,31,2
3.0,3.0,3,3,21,1
4.0,4.0,6,1,31,2
5.083333333333333,5.0,7,2,31,2
5.25,6.0,8,2,31,2
4.583333333333333,4.0,8,2,31,2
4.833333333333333,5.0,8,3,31,2
4.25,4.5,7,1,31,2
5.083333333333333,5.0,8,2,31,2
4.833333333333333,5.0,7,2,31,2
5.333333333333333,5.5,8,3,31,2
4.666666666666667,4.0,9,1,31,2
5.083333333333333,5.5,7,3,31,2
5.25,5.0,7,2,31,2
4.666666666666667,5.0,7,1,31,2
5.666666666666667,4.5,10,3,31,0
5.0,5.5,7,2,31,2
5.666666666666667,5.5,8,3,31,2
4.583333333333333,4.5,8,1,31,2
4.416666666666667,4.0,7,3,31,2
5.666666666666667,6.0,10,3,31,0
4.833333333333333,5.0,7,3,31,2
5.25,5.0,10,2,31,2
5.333333333333333,5.5,8,3,31,2
4.416666666666667,4.0,7,2,31,2
4.75,4.5,7,3,31,2
4.916666666666667,5.0,7,3,31,2
5.333333333333333,5.5,7,3,31,2
4.166666666666667,5.0,6,1,31,2
3.583333333333333,3.0,6,1,31,2
4.083333333333333,3.5,7,2,31,2
4.5,5.0,6,2,31,2
5.583333333333333,5.5,9,4,31,0
4.833333333333333,4.0,8,3,31,2
4.916666666666667,5.0,7,3,31,2
5.5,6.0,8,2,31,2
5.583333333333333,5.5,10,3,31,0
5.083333333333333,5.0,7,3,31,2
4.5,5.0,6,1,31,2
5.666666666666667,5.5,9,3,31,2
5.5,5.5,9,2,31,2
4.583333333333333,4.0,7,3,31,2
4.833333333333333,5.0,9,1,31,2
2.333333333333333,2.0,4,1,22,1
5.583333333333333,6.0,8,3,31,2
5.583333333333333,5.5,8,3,31,2
4.833333333333333,5.0,7,2,31,2
4.583333333333333,4.0,7,3,31,2
5.083333333333333,5.5,7,2,31,2
4.916666666666667,5.0,8,1,31,2
5.166666666666667,5.0,7,3,31,2
5.0,5.0,7,3,31,2
5.333333333333333,5.0,8,3,31,2
4.666666666666667,5.0,7,2,31,2
4.333333333333333,5.0,7,1,31,2
4.5,5.0,7,2,31,2
5.0,4.0,9,3,30,2
4.833333333333333,5.0,8,2,30,2
4.5,4.0,8,3,30,2
1.0,1.0,1,1,19,1
5.25,5.5,7,2,30,2
4.166666666666667,4.0,7,2,30,2
5.416666666666667,5.0,9,3,30,2
4.333333333333333,4.5,7,1,30,2
4.25,5.0,7,1,30,2
2.0,2.0,2,2,19,1
4.75,5.0,7,3,30,2
4.916666666666667,5.0,9,1,30,2
5.25,5.0,8,2,30,2
5.666666666666667,6.0,8,3,30,2
4.75,5.0,7,2,30,2
4.416666666666667,4.0,7,2,30,2
1.5,1.5,2,1,20,1
5.25,5.0,8,3,30,2
5.166666666666667,5.0,8,3,30,2
4.833333333333333,5.0,9,1,30,2
5.0,5.0,8,2,30,2
5.083333333333333,4.5,9,3,30,2
5.666666666666667,6.0,7,3,30,2
5.25,5.0,8,2,30,2
5.5,5.5,7,3,30,2
5.0,4.5,8,3,30,2
4.666666666666667,5.0,7,1,30,2
5.0,5.0,6,3,30,2
5.5,6.0,8,1,30,2
4.75,5.5,7,1,30,2
4.666666666666667,5.0,8,3,30,2
5.166666666666667,5.0,8,3,30,2
4.25,4.0,7,1,30,2
3.0,3.0,4,2,20,1
3.9166666666666665,4.0,6,2,30,2
4.75,4.5,7,2,30,2
5.166666666666667,5.5,7,1,30,2
4.666666666666667,4.5,7,3,30,2
1.0,1.0,1,1,20,1
4.916666666666667,5.0,7,2,30,2
4.916666666666667,5.0,8,1,30,2
5.5,5.5,7,1,30,2
4.583333333333333,4.0,7,2,30,2
5.416666666666667,6.0,7,3,30,2
5.25,5.0,8,3,30,2
5.583333333333333,5.0,10,3,30,0
5.166666666666667,5.0,8,3,30,2
4.416666666666667,4.5,7,1,30,2
5.083333333333333,5.0,8,3,30,2
4.666666666666667,5.0,7,3,30,2
5.666666666666667,6.0,8,3,30,2
4.833333333333333,5.0,9,1,30,2
5.916666666666667,6.0,9,4,30,0
5.333333333333333,5.0,9,3,30,2
5.916666666666667,6.0,8,2,30,2
4.916666666666667,5.0,9,2,30,2
4.5,4.0,8,3,30,2
5.416666666666667,5.5,8,2,30,2
4.416666666666667,4.5,7,2,30,2
4.916666666666667,4.5,8,2,30,2
4.75,4.0,8,3,30,2
5.166666666666667,5.5,8,1,30,2
5.083333333333333,5.0,8,3,30,2
5.5,6.0,8,2,30,2
5.166666666666667,5.0,8,2,30,2
5.416666666666667,5.0,9,2,30,2
5.0,4.5,8,3,30,2
4.833333333333333,5.0,7,1,30,2
4.75,5.0,8,1,30,2
4.25,4.0,6,3,22,2
5.5,5.5,8,2,30,2
5.75,6.0,8,4,30,0
4.916666666666667,4.5,9,2,30,2
5.0,5.0,7,2,30,2
5.166666666666667,5.0,8,1,30,2
3.0,3.0,5,1,19,1
4.0,4.0,5,3,22,1
3.5,4.0,4,1,23,1
3.0,3.0,3,3,18,1
2.2,2.0,3,1,22,1
2.5,3.0,3,1,23,1
4.416666666666667,5.0,7,1,29,2
3.6,2.0,7,2,22,1
2.833333333333333,3.0,4,1,23,1
2.4,2.0,5,1,22,1
2.6666666666666665,2.5,4,1,23,1
2.0,2.0,2,2,18,1
4.75,4.5,8,3,29,2
5.166666666666667,5.0,7,3,29,2
4.583333333333333,5.0,7,2,29,2
5.75,6.0,9,3,29,0
4.916666666666667,5.0,7,2,29,2
5.333333333333333,5.0,9,2,29,2
4.5,4.0,9,2,29,2
5.416666666666667,6.5,8,2,29,2
4.75,4.0,8,2,29,2
5.416666666666667,5.5,8,3,29,2
4.75,5.0,6,2,29,2
4.833333333333333,5.0,7,2,29,2
5.416666666666667,5.0,9,1,29,2
5.416666666666667,6.0,9,2,29,0
5.0,5.0,6,4,29,2
4.75,5.0,7,2,29,2
5.083333333333333,5.5,7,2,29,2
5.416666666666667,6.0,8,1,29,2
5.0,5.0,8,2,29,2
4.666666666666667,5.0,7,2,29,2
5.166666666666667,5.5,7,1,29,2
5.0,5.0,7,3,29,2
4.666666666666667,5.0,6,2,29,2
5.083333333333333,5.5,7,2,29,2
4.833333333333333,5.0,6,4,29,2
5.666666666666667,5.5,8,4,29,0
4.333333333333333,4.5,8,1,29,2
5.666666666666667,6.0,8,2,29,2
5.083333333333333,5.0,8,3,29,2
5.333333333333333,5.5,7,3,29,2
4.833333333333333,4.5,8,1,29,2
5.333333333333333,5.0,9,3,29,0
5.25,5.0,7,3,29,2
5.5,5.0,9,3,29,0
4.333333333333333,4.5,8,2,29,2
5.083333333333333,5.0,9,2,29,2
5.916666666666667,6.0,9,4,29,0
6.0,6.0,9,3,29,0
5.416666666666667,6.0,8,2,29,2
4.75,4.5,9,2,29,2
5.083333333333333,5.0,7,4,29,2
4.25,4.0,8,1,29,2
4.166666666666667,4.0,7,2,29,2
5.0,5.5,8,2,29,2
4.916666666666667,5.5,8,1,29,2
5.083333333333333,5.0,9,2,29,2
6.083333333333333,6.0,9,4,29,0
5.333333333333333,5.0,8,1,29,2
5.5,5.0,8,4,29,2
5.416666666666667,6.0,8,2,29,2
5.666666666666667,5.5,9,3,29,0
4.083333333333333,4.5,7,2,29,2
4.083333333333333,4.0,7,1,29,2
6.0,6.0,9,4,29,0
5.166666666666667,5.0,8,2,29,2
5.583333333333333,6.0,8,3,29,2
5.083333333333333,5.5,8,1,29,2
1.0,1.0,1,1,18,1
5.25,5.0,9,3,29,2
4.583333333333333,4.5,8,2,28,2
4.833333333333333,4.5,8,3,28,2
4.666666666666667,4.5,8,3,28,2
4.666666666666667,4.5,8,3,28,2
4.666666666666667,5.0,8,1,28,2
4.5,5.0,7,2,28,2
3.0,2.0,6,2,21,1
4.833333333333333,4.5,8,1,28,2
4.833333333333333,5.5,8,2,28,2
4.916666666666667,5.0,8,2,28,2
5.75,6.0,9,3,28,0
5.833333333333333,6.0,9,2,28,0
5.583333333333333,6.0,9,3,28,0
3.0,2.5,5,2,22,1
4.583333333333333,4.5,8,1,28,2
4.916666666666667,4.5,9,3,28,2
5.833333333333333,6.0,9,2,28,0
5.083333333333333,5.0,8,2,28,2
5.5,5.5,8,3,28,2
5.25,5.5,8,2,28,2
5.166666666666667,4.5,10,3,28,0
5.5,5.5,7,4,28,2
5.583333333333333,6.0,7,3,28,2
5.166666666666667,5.0,7,2,28,2
5.0,4.5,9,2,28,2
5.916666666666667,6.0,7,4,28,0
5.666666666666667,6.0,8,2,28,2
2.0,2.0,3,1,20,1
5.0,5.0,9,3,28,0
5.583333333333333,6.0,8,3,28,0
5.0,5.0,8,3,28,2
5.083333333333333,5.0,8,1,28,2
5.583333333333333,5.5,8,3,28,2
5.166666666666667,4.0,9,3,28,2
4.75,5.0,7,3,28,2
2.0,2.0,2,2,17,1
2.0,2.0,2,2,17,1
5.75,6.0,10,3,28,0
5.833333333333333,6.0,9,2,28,0
4.75,5.0,8,3,28,2
5.0,5.0,7,2,28,2
5.0,5.0,8,3,28,2
2.5,2.5,4,1,18,1
5.333333333333333,5.5,8,2,28,2
5.5,5.5,8,3,28,2
5.666666666666667,6.0,8,3,28,0
5.583333333333333,5.0,9,4,28,0
4.583333333333333,4.0,9,2,28,2
5.25,5.0,7,3,28,2
5.333333333333333,5.0,7,3,28,2
5.666666666666667,5.5,8,4,28,0
6.0,6.0,8,4,28,0
5.5,5.0,9,3,28,0
5.75,5.5,10,3,28,0
5.0,5.0,7,4,28,2
5.5,5.5,8,3,28,2
5.75,6.0,8,3,28,0
4.583333333333333,4.5,7,2,28,2
5.75,5.5,8,4,28,0
5.25,5.0,8,3,28,2
4.75,5.5,7,1,28,2
5.083333333333333,5.5,8,2,28,2
4.583333333333333,4.0,8,3,28,2
5.5,5.0,8,3,28,2
5.416666666666667,5.5,7,3,28,2
5.666666666666667,6.0,9,3,27,0
5.916666666666667,6.0,8,5,27,0
5.916666666666667,6.0,9,3,27,0
5.083333333333333,4.0,9,2,27,2
3.0,3.0,4,2,17,1
4.916666666666667,5.0,8,2,27,2
5.166666666666667,5.0,8,2,27,2
5.166666666666667,5.0,8,2,27,2
5.0,5.0,7,1,27,2
2.0,2.0,3,1,20,1
4.583333333333333,4.0,9,2,27,2
5.416666666666667,5.5,7,4,27,2
4.5,5.0,6,2,27,2
4.75,5.0,7,1,27,2
4.166666666666667,4.0,7,2,27,2
2.5,2.5,3,2,17,1
5.333333333333333,5.5,8,3,27,0
5.833333333333333,6.0,8,4,27,0
6.333333333333333,6.0,9,4,27,0
5.75,6.0,8,3,27,0
5.666666666666667,5.0,8,4,27,0
5.833333333333333,5.5,8,3,27,0
6.083333333333333,6.0,8,3,27,0
4.833333333333333,5.0,7,1,27,2
5.25,5.0,8,3,27,2
5.583333333333333,5.0,9,3,27,0
5.583333333333333,5.5,10,2,27,0
5.083333333333333,5.0,8,2,27,2
5.25,6.0,8,2,27,2
5.166666666666667,5.0,8,3,27,2
5.166666666666667,4.5,10,2,27,0
4.666666666666667,5.0,9,2,27,2
5.083333333333333,5.0,8,2,27,2
5.083333333333333,5.0,7,2,27,2
5.333333333333333,5.0,7,4,27,2
5.25,5.0,9,2,27,0
4.333333333333333,4.5,7,1,27,2
4.75,5.0,6,2,27,2
5.916666666666667,5.5,10,2,27,0
4.666666666666667,4.5,8,2,27,2
5.416666666666667,5.0,8,3,27,2
5.5,5.5,8,3,27,0
2.5,2.5,4,1,21,1
5.25,5.5,9,1,27,0
5.083333333333333,5.0,7,3,27,2
5.25,5.0,7,4,27,2
5.5,5.0,8,4,27,0
5.583333333333333,5.5,8,4,27,0
6.0,6.0,9,4,27,0
4.166666666666667,4.5,6,2,27,2
4.666666666666667,5.0,6,3,27,2
4.0,4.0,6,3,21,2
5.166666666666667,5.0,8,4,27,0
5.333333333333333,6.0,7,3,27,2
5.5,5.5,9,2,27,0
5.5,5.5,7,3,27,2
5.25,5.0,8,3,27,2
5.083333333333333,5.0,10,2,27,0
2.0,2.0,2,2,16,1
2.833333333333333,3.0,4,2,21,1
5.833333333333333,6.0,7,5,27,0
6.0,6.0,9,3,27,0
5.583333333333333,6.0,9,1,27,0
5.583333333333333,6.0,7,2,27,2
5.416666666666667,5.0,8,3,27,2
6.083333333333333,6.0,8,4,27,0
5.583333333333333,6.0,7,3,27,2
3.5,3.5,6,2,21,1
5.75,5.5,9,4,27,0
5.166666666666667,5.0,9,2,27,0
4.166666666666667,3.5,8,2,27,2
5.416666666666667,5.5,8,2,27,2
2.875,2.5,6,1,23,1
5.416666666666667,5.0,9,3,27,0
5.0,6.0,7,2,27,2
5.25,5.0,8,4,27,0
5.583333333333333,5.5,8,3,26,0
4.75,5.0,8,1,26,2
5.833333333333333,5.5,8,4,26,0
5.0,5.5,9,1,26,0
5.25,5.5,9,2,26,0
5.416666666666667,5.0,10,3,26,0
6.083333333333333,5.5,9,4,26,0
4.916666666666667,4.5,8,3,26,2
5.083333333333333,5.5,8,1,26,2
5.0,5.0,8,2,26,2
3.0,3.0,3,3,15,1
5.916666666666667,5.5,9,3,26,0
6.0,6.0,8,5,26,0
5.333333333333333,5.0,9,2,26,0
5.333333333333333,5.0,7,3,26,2
5.416666666666667,5.5,7,2,26,2
5.5,5.0,8,4,26,0
4.833333333333333,4.0,7,2,26,2
5.166666666666667,5.0,8,3,26,2
5.75,5.5,9,3,26,0
5.5,6.0,7,4,26,0
4.416666666666667,4.0,7,1,26,2
5.166666666666667,5.0,9,2,26,0
5.0,5.5,7,2,26,2
5.083333333333333,5.0,7,3,26,2
3.0,3.0,4,2,16,1
4.166666666666667,4.0,7,3,26,2
5.5,5.0,8,2,26,2
5.75,6.0,7,4,26,0
5.916666666666667,5.5,8,3,26,0
5.166666666666667,5.5,8,2,26,2
5.333333333333333,6.0,7,2,26,2
5.0,5.0,9,1,26,2
3.333333333333333,2.0,6,2,17,1
5.333333333333333,5.0,7,3,26,2
5.25,5.0,9,1,26,0
5.916666666666667,6.0,9,3,26,0
5.333333333333333,5.0,10,2,26,0
5.416666666666667,4.5,9,2,26,0
5.083333333333333,5.0,7,3,26,2
5.333333333333333,5.5,8,3,26,0
5.75,6.0,8,3,26,0
5.416666666666667,5.0,10,2,26,0
5.916666666666667,6.0,8,3,26,0
6.083333333333333,6.0,8,5,26,0
5.833333333333333,5.5,9,4,26,0
6.25,6.5,9,4,26,0
5.333333333333333,5.0,9,3,26,0
5.666666666666667,5.0,9,4,26,0
5.75,6.0,9,2,26,0
5.083333333333333,4.5,9,2,26,0
4.583333333333333,4.5,7,3,26,2
4.833333333333333,5.0,7,2,26,2
5.333333333333333,5.0,9,2,26,0
4.555555555555555,4.0,7,2,23,2
5.5,5.0,10,2,26,0
5.333333333333333,5.5,8,2,26,2
5.5,5.5,7,4,26,0
5.75,6.0,8,2,26,0
5.583333333333333,6.0,7,4,26,0
5.666666666666667,5.5,10,3,26,0
6.083333333333333,6.0,8,4,26,0
4.833333333333333,5.0,7,3,26,2
5.666666666666667,6.0,9,2,26,0
5.833333333333333,6.0,9,2,26,0
5.166666666666667,5.0,8,3,26,2
5.25,5.0,8,3,26,0
4.583333333333333,4.5,7,2,26,2
5.25,5.0,8,3,26,0
4.833333333333333,4.5,8,3,26,2
5.166666666666667,5.0,8,3,26,2
5.0,5.0,8,2,26,2
5.333333333333333,5.0,8,4,26,0
5.75,6.0,8,4,26,0
5.583333333333333,5.5,8,3,26,0
5.416666666666667,5.5,9,3,25,0
4.0,4.5,5,2,19,1
3.4,3.5,6,2,23,1
5.25,6.0,8,2,25,0
5.0,5.0,8,3,25,0
5.166666666666667,4.5,8,3,25,0
5.083333333333333,5.0,7,2,25,2
5.833333333333333,6.0,8,2,25,0
5.083333333333333,5.0,7,3,25,2
5.75,6.0,7,4,25,0
6.083333333333333,6.5,9,3,25,0
5.583333333333333,5.5,9,2,25,0
4.666666666666667,5.0,8,2,25,2
6.0,6.0,9,4,25,0
4.75,5.0,7,2,25,2
3.8,4.0,7,2,23,2
6.0,6.0,8,4,25,0
3.7,3.0,8,2,23,2
5.333333333333333,5.0,9,3,25,0
3.0,3.0,4,2,15,1
5.916666666666667,6.0,9,2,25,0
5.333333333333333,5.5,8,2,25,0
5.916666666666667,6.0,10,4,25,0
4.916666666666667,5.5,7,2,25,2
5.083333333333333,5.0,7,2,25,2
2.8,2.0,5,1,18,1
5.333333333333333,5.5,8,2,25,0
4.75,5.0,7,2,25,2
2.8,2.0,7,1,18,1
5.5,5.5,8,2,25,0
3.5,4.0,5,1,23,1
4.833333333333333,5.0,7,3,25,2
5.083333333333333,5.0,9,1,25,0
4.083333333333333,4.0,7,2,25,2
5.5,6.0,8,2,25,0
5.25,5.5,8,2,25,0
5.583333333333333,5.0,9,3,25,0
5.166666666666667,5.0,8,3,25,0
6.0,6.5,8,2,25,0
2.333333333333333,2.5,4,1,19,1
5.583333333333333,5.5,8,4,25,0
5.333333333333333,5.0,8,3,25,0
5.583333333333333,5.5,9,3,25,0
3.5,3.5,4,3,15,1
6.333333333333333,6.0,9,4,25,0
5.666666666666667,6.0,8,2,25,0
5.166666666666667,5.5,8,2,25,0
6.083333333333333,6.5,8,2,25,0
4.75,4.5,7,3,25,2
4.75,4.5,6,3,25,2
6.166666666666667,6.0,8,5,25,0
5.666666666666667,6.0,9,3,25,0
5.166666666666667,5.0,8,4,25,0
5.333333333333333,5.0,8,2,25,0
5.666666666666667,5.5,8,2,25,0
5.333333333333333,5.5,8,3,25,0
4.833333333333333,5.0,7,2,25,2
5.083333333333333,5.0,9,2,25,0
5.333333333333333,5.5,8,2,25,0
5.833333333333333,6.0,9,3,25,0
5.25,5.5,8,3,25,0
6.5,6.5,8,5,25,0
5.833333333333333,5.5,8,4,25,0
5.0,5.5,7,1,25,2
5.833333333333333,6.0,8,4,25,0
4.583333333333333,5.0,8,1,25,2
5.416666666666667,5.5,9,3,25,0
5.583333333333333,5.5,10,2,25,0
5.0,5.0,8,2,25,2
5.583333333333333,6.0,8,3,25,0
5.083333333333333,5.5,8,2,25,0
5.166666666666667,5.0,8,3,25,0
4.5,4.0,7,3,25,2
5.166666666666667,5.0,7,4,25,2
5.833333333333333,6.0,8,3,24,0
3.2857142857142856,3.0,5,2,19,1
6.25,7.0,8,4,24,0
2.833333333333333,2.0,7,1,18,1
3.571428571428572,4.0,7,1,19,1
3.555555555555556,4.0,9,1,21,2
6.416666666666667,6.5,9,3,24,0
5.583333333333333,5.0,8,2,24,0
5.333333333333333,5.5,7,3,24,0
5.333333333333333,5.0,8,2,24,0
3.0,3.0,3,3,13,1
5.416666666666667,5.5,8,2,24,0
5.416666666666667,6.0,8,2,24,0
5.5,5.5,9,2,24,0
6.25,7.0,9,3,24,0
5.083333333333333,5.0,8,3,24,0
2.0,2.0,2,2,13,1
1.0,1.0,1,1,13,1
5.75,6.0,9,2,24,0
4.833333333333333,4.5,8,3,24,0
5.333333333333333,4.5,10,3,24,0
5.75,5.5,9,2,24,0
5.0,5.0,8,3,24,0
5.25,5.5,8,2,24,0
6.0,6.0,8,4,24,0
5.333333333333333,5.0,8,3,24,0
5.416666666666667,5.0,8,4,24,0
6.25,6.0,9,4,24,0
5.416666666666667,5.5,8,3,24,0
5.5,5.5,8,3,24,0
6.166666666666667,6.0,9,5,24,0
6.75,6.5,9,4,24,0
4.833333333333333,5.0,7,2,24,2
4.916666666666667,5.5,7,2,24,2
6.166666666666667,6.0,8,5,24,0
4.916666666666667,5.0,8,2,24,0
5.083333333333333,5.0,7,2,24,2
5.166666666666667,5.0,7,2,24,2
2.6666666666666665,2.5,5,1,18,1
5.416666666666667,6.0,8,1,24,0
5.666666666666667,5.0,9,2,24,0
5.166666666666667,5.5,7,2,24,2
6.416666666666667,6.0,9,4,24,0
6.083333333333333,6.0,9,1,24,0
3.333333333333333,3.5,5,1,18,1
4.090909090909091,4.0,8,2,23,2
5.916666666666667,6.0,8,3,24,0
5.5,6.0,8,2,24,0
5.75,5.5,10,3,24,0
6.583333333333333,6.5,8,4,24,0
5.666666666666667,5.5,9,4,24,0
5.416666666666667,6.0,8,3,24,0
5.916666666666667,6.0,9,4,24,0
5.0,5.0,7,3,24,2
5.5,6.0,8,1,24,0
5.416666666666667,6.0,7,3,24,0
5.5,5.5,9,2,24,0
5.333333333333333,5.0,8,3,24,0
5.333333333333333,6.0,8,2,24,0
3.4,3.5,6,1,22,1
5.333333333333333,6.0,7,3,24,0
5.5,6.0,7,2,24,0
3.6,3.0,7,3,22,2
5.583333333333333,6.0,8,3,24,0
5.25,5.5,7,2,24,2
4.666666666666667,5.0,8,1,24,2
5.0,5.0,7,2,24,2
6.083333333333333,6.0,8,4,24,0
5.583333333333333,6.0,8,3,24,0
6.0,6.0,8,2,24,0
5.833333333333333,6.0,8,3,24,0
5.583333333333333,5.0,8,3,24,0
5.166666666666667,5.5,7,2,23,2
5.583333333333333,5.0,7,4,23,0
5.916666666666667,6.0,8,3,23,0
6.166666666666667,6.0,8,4,23,0
5.5,6.0,8,3,23,0
5.666666666666667,6.0,8,3,23,0
3.0,3.0,4,2,13,1
